3.131000,-2.452000,0.016000
5.981000,-2.543000,0.009000
5.780000,-0.408000,0.024000
9.146000,-0.125000,0.028000
9.934000,0.972000,0.017000
13.111000,-0.984000,0.038000
14.470000,-3.434000,0.074000
13.740000,-5.221000,0.053000
9.929000,-5.913000,0.034000
0.209000,-5.312000,0.023000
-4.316000,-5.594000,-0.010000
-7.346000,-6.076000,-0.009000
-13.434000,-5.020000,-0.024000
-18.052000,-4.319000,-0.051000
-21.914000,-3.294000,-0.073000
-22.363000,-0.076000,-0.051000
-23.901000,-4.547000,-0.077000
-25.838000,-7.955000,-0.107000
-15.478000,-0.042000,-0.019000
-9.378000,-0.427000,-0.033000
16.077000,2.262000,0.057000
23.540000,-6.989000,0.066000
