1.44000000,10.31700000,0.05700000
3.03700000,11.06900000,0.05800000
4.86700000,11.13200000,0.06300000
4.30400000,8.46100000,0.02500000
3.44000000,6.69600000,0.02300000
1.42000000,5.79900000,0.03100000
0.82800000,7.79000000,0.05700000
-0.10000000,10.68400000,0.05700000
-1.29100000,11.76200000,0.04900000
-2.87500000,10.56800000,0.04200000
-4.09700000,8.83600000,0.01800000
-3.80700000,6.55900000,0.03000000
-2.93400000,4.34200000,0.01600000
-1.27900000,6.82600000,0.02400000
-1.21300000,10.20000000,0.06000000
