18.649000,-5.218000,-0.021000
14.475000,-1.281000,0.010000
12.052000,1.388000,-0.032000
8.127000,3.084000,-0.005000
5.766000,5.794000,0.026000
3.656000,8.583000,0.000000
-0.494000,8.985000,-0.079000
-5.409000,8.388000,-0.097000
-9.598000,7.937000,-0.041000
-14.020000,7.574000,-0.068000
-17.624000,4.831000,-0.032000
-17.416000,1.265000,-0.100000
-14.727000,3.434000,-0.062000
-11.222000,2.901000,-0.131000
-5.084000,4.254000,-0.086000
-3.228000,13.837000,0.015000
2.462000,12.352000,-0.009000
11.385000,7.559000,-0.031000
16.244000,6.883000,0.058000
2.568000,-1.059000,-0.017000
18.364000,2.692000,0.054000
23.921000,2.777000,0.005000
